index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
4196,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,372872.28901113244,Büyük Şehir,Ev ve Mobilya,32022.44380593096,19.068354524592184,Ediyor,obek_7,91.20971833491991
4197,Kadın,18-30,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,314883.80064359924,Büyük Şehir,Ev ve Mobilya,9121.219127626424,46.66100091393751,Ediyor,obek_8,186.04749982733026
4198,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,299143.3813325097,Büyük Şehir,Ev ve Mobilya,9669.285727996057,38.94972821618882,Ediyor,obek_8,139.05712152724035
4199,Kadın,51-60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,167306.78510432187,Kırsal,Giyim,5278.348392136674,8.01635341434696,Etmiyor,obek_1,12.279330571002035
4200,Erkek,31-40,Evli,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,191017.5301758204,Köy veya Kasaba,Spor Malzemeleri,4781.958799186584,9.766562799219438,Etmiyor,obek_5,95.81722710846432
4201,Erkek,51-60,Evli,Yüksekokul Mezunu,Emekli,473597.9565280711,Küçük Şehir,Spor Malzemeleri,38031.011986064026,30.85248562763132,Etmiyor,obek_6,51.03332604713531
4202,Erkek,31-40,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,372391.8476845907,Büyük Şehir,Elektronik ve Teknolojik Ürünler,28786.971867835575,21.480651330913986,Ediyor,obek_7,108.92476221199617
4203,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,259556.17444230383,Büyük Şehir,Kozmetik,8866.5741583638,54.491167731633006,Ediyor,obek_8,172.24960780266673
4204,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,422025.7154969146,Büyük Şehir,Giyim,27418.89965178347,37.22213874368923,Etmiyor,obek_4,93.8119815545405
4205,Kadın,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,917067.7777776518,Büyük Şehir,Elektronik ve Teknolojik Ürünler,33831.58064433488,41.81294841335796,Etmiyor,obek_4,118.10723806022627
4206,Erkek,51-60,Bekar,Yüksekokul Mezunu,Emekli,478100.47201147664,Kırsal,Spor Malzemeleri,40584.93568104509,31.05394666179823,Etmiyor,obek_6,58.39744654510592
4207,Erkek,51-60,Evli,Eğitimsiz,Kendi İşinin Sahibi,317229.6677624205,Büyük Şehir,Giyim,5995.170089469282,15.124219692716135,Etmiyor,obek_3,22.73709623411333
4208,Kadın,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,255130.3261647295,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9368.33690309778,48.56258542007378,Ediyor,obek_8,119.86909476644976
4209,Erkek,>60,Evli,Lise Mezunu,Emekli,366472.6789165836,Küçük Şehir,Spor Malzemeleri,6917.237189197289,17.4082434111106,Etmiyor,obek_3,22.89518457547264
4210,Erkek,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,470250.98052274686,Köy veya Kasaba,Spor Malzemeleri,44944.67163717051,31.110873061971446,Etmiyor,obek_6,55.793370706215
4211,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,1000670.3673733738,Büyük Şehir,Elektronik ve Teknolojik Ürünler,32009.5360219204,43.9834994036063,Etmiyor,obek_4,111.382353837999
4212,Kadın,51-60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,242753.67749420844,Küçük Şehir,Kozmetik,5248.505289999334,6.265232542773354,Etmiyor,obek_1,8.910251648574405
4213,Kadın,>60,Evli,Lise Mezunu,Emekli,415876.957579638,Büyük Şehir,Elektronik ve Teknolojik Ürünler,7228.845729003363,14.610862443153252,Etmiyor,obek_3,20.07755081224755
4214,Erkek,>60,Bekar,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,219506.2174870755,Küçük Şehir,Spor Malzemeleri,4228.402168761302,10.043109200155014,Etmiyor,obek_5,118.50435250961945
4215,Erkek,31-40,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,364776.9598892223,Büyük Şehir,Spor Malzemeleri,25604.79115103917,21.19059226894375,Etmiyor,obek_7,93.61128597234914
4216,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,281211.7125461406,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9142.550362851938,52.109197991283736,Ediyor,obek_8,142.96798733813077
4217,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,209128.1658175339,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3809.19086168546,9.265915144881,Etmiyor,obek_5,98.13464178831083
4218,Erkek,41-50,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,356755.46642439824,Küçük Şehir,Spor Malzemeleri,22581.169045467483,20.98743457287141,Etmiyor,obek_7,110.34971645776099
4219,Kadın,31-40,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,152401.23209565386,Kırsal,Giyim,3393.0367599807973,19.369020657410918,Etmiyor,obek_2,59.494841386079116
4220,Kadın,>60,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,133669.76255077287,Köy veya Kasaba,Giyim,3789.9149335572192,20.324840117666678,Etmiyor,obek_2,31.170662772889578
4221,Erkek,18-30,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,910645.1661326569,Büyük Şehir,Ev ve Mobilya,37828.24873656232,37.095729942979624,Etmiyor,obek_4,91.73507402173864
4222,Kadın,31-40,Bekar,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,1013397.0978674162,Kırsal,Kozmetik,32455.201625508245,47.91995691354545,Etmiyor,obek_4,96.29425993100772
4223,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,284761.5438590117,Büyük Şehir,Ev ve Mobilya,9769.651106656143,48.6089175434182,Ediyor,obek_8,176.00215156038763
4224,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Kendi İşinin Sahibi,349650.2471896829,Büyük Şehir,Kozmetik,27414.500725696988,19.547307840657428,Etmiyor,obek_7,87.0013031825177
4225,Kadın,31-40,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,891157.8817559936,Büyük Şehir,Ev ve Mobilya,29756.51859696577,40.11967578740435,Etmiyor,obek_4,98.5697135877112
4226,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,324079.1057594514,Küçük Şehir,Spor Malzemeleri,5953.0270760514995,15.394976473543759,Etmiyor,obek_3,23.666468202036288
4227,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,173227.36753801716,Küçük Şehir,Elektronik ve Teknolojik Ürünler,9036.583742861922,43.56692948563961,Ediyor,obek_8,168.7867114041839
4228,Erkek,18-30,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,354043.46015419875,Büyük Şehir,Elektronik ve Teknolojik Ürünler,28805.458505638337,19.17668103296954,Etmiyor,obek_7,101.62911203408
4229,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,378612.64522909856,Küçük Şehir,Giyim,6138.50095128827,14.874752229125173,Etmiyor,obek_3,21.857303887509904
4230,Kadın,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,177771.63364961086,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,8726.665930079374,43.74651708322367,Ediyor,obek_8,165.43733613146227
4231,Kadın,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,123548.35316864283,Büyük Şehir,Ev ve Mobilya,4043.563344665336,22.116961254269892,Etmiyor,obek_2,54.82234438822656
4232,Erkek,51-60,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,357620.0056086836,Büyük Şehir,Giyim,5635.27335337464,2.4773059190898072,Etmiyor,obek_1,11.159124778354
4233,Kadın,51-60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,170505.9280098085,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3571.74753928233,27.746485513379103,Etmiyor,obek_2,53.744437669242274
4234,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,889141.7595108406,Büyük Şehir,Ev ve Mobilya,35440.47029336305,38.12487015985743,Etmiyor,obek_4,122.10199389892148
4235,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,252620.22889720328,Büyük Şehir,Spor Malzemeleri,8686.856055262884,48.61678862134785,Ediyor,obek_8,167.18168255595543
4236,Erkek,31-40,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,478137.4403867329,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7654.464430890516,15.343662620590171,Etmiyor,obek_3,19.457401008846478
4237,Kadın,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,278063.7709415984,Kırsal,Spor Malzemeleri,7057.320929118166,14.129188186641304,Etmiyor,obek_3,20.33672895605123
4238,Kadın,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,172871.2546695467,Büyük Şehir,Ev ve Mobilya,3524.246077198701,19.772806270201016,Etmiyor,obek_2,22.33145302471135
4239,Erkek,51-60,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,354637.8966842127,Küçük Şehir,Spor Malzemeleri,21025.604359545137,21.75197941215045,Etmiyor,obek_7,94.02741668217486
4240,Erkek,51-60,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,246265.4228792732,Köy veya Kasaba,Giyim,5167.894382472641,4.541653698188687,Etmiyor,obek_1,8.492994315612014
4241,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,239108.47523744588,Büyük Şehir,Giyim,8902.04762349381,56.89375529977099,Ediyor,obek_8,139.51052109059646
4242,Erkek,51-60,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,339484.6477245295,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6575.946559344249,13.379837980346396,Etmiyor,obek_3,22.770618512798755
4243,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,256435.35613361376,Köy veya Kasaba,Kozmetik,3646.301096177855,8.838810744658646,Etmiyor,obek_5,105.2782012774125
4244,Kadın,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,152059.2483421719,Küçük Şehir,Giyim,4674.4065865060875,5.114722572445723,Etmiyor,obek_1,5.114722572445723
4245,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,735524.9480980592,Büyük Şehir,Kozmetik,38601.35070361697,44.02287292191792,Etmiyor,obek_4,87.47903970681456
4246,Kadın,31-40,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,345280.39567512675,Küçük Şehir,Ev ve Mobilya,25453.206331732265,18.410390415842304,Etmiyor,obek_7,81.76519716658797
4247,Kadın,31-40,Evli,Lise Mezunu,Emekli,387844.69706387667,Küçük Şehir,Spor Malzemeleri,6367.236262597335,15.115788933574635,Etmiyor,obek_3,22.210389263323563
4248,Erkek,>60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,192500.83994247305,Köy veya Kasaba,Ev ve Mobilya,4824.565041679217,10.732845660017363,Etmiyor,obek_5,100.07060574469418
4249,Kadın,41-50,Evli,Lise Mezunu,Kendi İşinin Sahibi,280714.2500538402,Büyük Şehir,Spor Malzemeleri,6775.248832682636,14.898242589295364,Etmiyor,obek_3,18.814428999611348
4250,Erkek,>60,Evli,Lise Mezunu,Kendi İşinin Sahibi,283810.5731431567,Büyük Şehir,Spor Malzemeleri,6178.877481597494,14.11724955900063,Etmiyor,obek_3,18.679273378440122
4251,Kadın,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,120891.75559557712,Küçük Şehir,Giyim,4022.8307416166235,23.021974872106522,Etmiyor,obek_2,34.47945409116556
4252,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,207947.117977227,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3699.0175263006995,9.786921692592056,Etmiyor,obek_5,95.2457521648446
4253,Erkek,31-40,Bekar,Lise Mezunu,Kendi İşinin Sahibi,231943.4239913878,Küçük Şehir,Spor Malzemeleri,4158.90610520181,10.492920345646985,Ediyor,obek_5,96.32621945943933
4254,Erkek,18-30,Evli,Yüksek Lisans Mezunu,Emekli,367882.5927216876,Küçük Şehir,Giyim,29380.404591513667,17.789971651936938,Etmiyor,obek_7,101.76949281162929
4255,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,238334.17550940084,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8527.122278561053,50.61482262293846,Ediyor,obek_8,89.33338477846692
4256,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,257442.20842825767,Köy veya Kasaba,Spor Malzemeleri,4495.916620348507,10.884801791333901,Etmiyor,obek_5,91.275180115657
4257,Erkek,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,343280.5802980881,Küçük Şehir,Ev ve Mobilya,26234.306714908438,19.999544583968664,Etmiyor,obek_7,103.88678554380778
4258,Erkek,18-30,Bekar,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,197642.70245271735,Küçük Şehir,Spor Malzemeleri,4285.278539370436,10.715907189317125,Etmiyor,obek_5,107.57617633501711
4259,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,174727.53008678468,Köy veya Kasaba,Giyim,4335.877304263432,10.087182100115015,Etmiyor,obek_5,104.28598669336353
4260,Erkek,18-30,Bekar,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,203476.76134529282,Kırsal,Giyim,4792.146159977252,2.375379818594209,Etmiyor,obek_1,8.803992952458223
4261,Erkek,18-30,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,264798.615118177,Kırsal,Giyim,6693.584161191973,8.010514881313131,Etmiyor,obek_1,10.497404572542134
4262,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,273232.1771406833,Küçük Şehir,Spor Malzemeleri,9508.870670082373,42.2425994656228,Ediyor,obek_4,155.84694300469675
4263,Kadın,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,190918.54867931156,Büyük Şehir,Ev ve Mobilya,3981.9817719970038,27.70534567040665,Ediyor,obek_2,48.691175771088226
4264,Kadın,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,476841.1939837424,Köy veya Kasaba,Ev ve Mobilya,40129.70510419782,28.73704855189043,Etmiyor,obek_6,51.12129153068814
4265,Kadın,31-40,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,343887.4916030802,Büyük Şehir,Ev ve Mobilya,28650.321372272367,20.041687460011044,Etmiyor,obek_7,102.7490277369606
4266,Erkek,51-60,Bekar,Üniversite Mezunu,Emekli,475812.4422994398,Küçük Şehir,Elektronik ve Teknolojik Ürünler,44773.36964708865,31.568963796559053,Etmiyor,obek_6,44.725170050784385
4267,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,221170.17830143747,Küçük Şehir,Spor Malzemeleri,9476.38646854189,54.93639108197208,Ediyor,obek_8,173.14054012934423
4268,Erkek,>60,Evli,Üniversite Mezunu,Emekli,484495.8746795733,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,41657.95196669787,27.51070047179485,Etmiyor,obek_6,52.20024268044147
4269,Erkek,18-30,Bekar,Ortaokul Mezunu,Kendi İşinin Sahibi,259133.03490718632,Büyük Şehir,Spor Malzemeleri,8737.977300834395,44.572325262727276,Ediyor,obek_8,199.07578327840872
4270,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,227409.07548046327,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7331.100251234975,16.16330825001024,Etmiyor,obek_3,25.958713256569183
4271,Erkek,18-30,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,219395.77232525856,Büyük Şehir,Giyim,5248.95251943279,7.735822617954579,Etmiyor,obek_1,7.735822617954579
4272,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,187810.36752230354,Küçük Şehir,Spor Malzemeleri,4290.5537010065855,8.311428780669987,Etmiyor,obek_5,111.50619089992301
4273,Erkek,51-60,Evli,Doktora Mezunu,Emekli,485364.95028481894,Köy veya Kasaba,Spor Malzemeleri,37326.11852215452,32.225105032009814,Etmiyor,obek_6,46.76345226678555
4274,Kadın,>60,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,454711.16531820147,Köy veya Kasaba,Spor Malzemeleri,42143.936685666566,28.14897408085851,Etmiyor,obek_6,58.463828903833786
4275,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,387546.1867100155,Küçük Şehir,Ev ve Mobilya,26003.636706946978,15.328367395165749,Ediyor,obek_7,92.18536214104442
4276,Erkek,51-60,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,379428.87114652095,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6486.618163938255,15.109236498454205,Etmiyor,obek_3,18.47256840031586
4277,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,504656.53849696554,Köy veya Kasaba,Ev ve Mobilya,39829.06921694912,28.652116923751144,Etmiyor,obek_6,51.86080653060464
4278,Erkek,31-40,Evli,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,956765.8423289271,Büyük Şehir,Giyim,35372.598011881826,40.09776764738282,Etmiyor,obek_4,107.23798320557134
4279,Kadın,41-50,Bekar,Doktora Ötesi,İşsiz veya Düzenli Bir İşi Yok,227306.88625621775,Köy veya Kasaba,Giyim,5952.51840011811,8.231072238100861,Etmiyor,obek_1,8.231072238100861
4280,Erkek,31-40,Bekar,Eğitimsiz,Kendi İşinin Sahibi,218886.06426736916,Büyük Şehir,Giyim,5465.396289544231,6.672394384116705,Etmiyor,obek_1,11.569015307485667
4281,Erkek,31-40,Evli,Eğitimsiz,Emekli,360176.2192217155,Küçük Şehir,Ev ve Mobilya,28837.36524749585,20.780056528267572,Etmiyor,obek_7,90.25048633513312
4282,Erkek,31-40,Evli,Doktora Mezunu,Kendi İşinin Sahibi,217802.26007666602,Kırsal,Elektronik ve Teknolojik Ürünler,5670.837998951454,4.0825163105365,Etmiyor,obek_1,10.451342912088457
4283,Erkek,41-50,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,179416.44560736004,Köy veya Kasaba,Spor Malzemeleri,4151.765079942688,11.935867897596502,Etmiyor,obek_5,117.20833095927337
4284,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,338396.6410757589,Küçük Şehir,Spor Malzemeleri,29040.88006229522,20.72158702308735,Ediyor,obek_7,108.28561607798491
4285,Erkek,51-60,Evli,Lise Mezunu,Kendi İşinin Sahibi,343677.15608610975,Küçük Şehir,Giyim,4317.94358991572,3.8710889452316475,Etmiyor,obek_1,10.23227736443716
4286,Erkek,51-60,Bekar,Lise Mezunu,Kendi İşinin Sahibi,194741.9790120245,Küçük Şehir,Giyim,5212.338656002574,4.014309433384188,Etmiyor,obek_1,11.655435502460477
4287,Kadın,51-60,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,492278.0908403863,Köy veya Kasaba,Kozmetik,39351.77488525789,30.19790067706728,Etmiyor,obek_6,51.94302673219546
4288,Erkek,51-60,Evli,Lise Mezunu,Kendi İşinin Sahibi,112692.21156247701,Küçük Şehir,Giyim,5124.068764663043,0.0,Etmiyor,obek_1,7.700851769711855
4289,Erkek,51-60,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,265213.9725002821,Küçük Şehir,Spor Malzemeleri,6378.347258447268,15.646904969665568,Etmiyor,obek_3,21.507926790121132
4290,Kadın,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,219185.26925343633,Büyük Şehir,Kozmetik,3876.282723326145,10.508093214467403,Etmiyor,obek_5,105.81592743827095
4291,Kadın,51-60,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,132128.05314176445,Köy veya Kasaba,Ev ve Mobilya,4657.121752027426,17.889367962014237,Etmiyor,obek_2,50.815031852106586
4292,Erkek,51-60,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,316197.5207231277,Köy veya Kasaba,Ev ve Mobilya,6461.780450419508,15.395318249458041,Etmiyor,obek_3,21.771763554097
4293,Erkek,>60,Bekar,Doktora Mezunu,Kendi İşinin Sahibi,317706.1811646718,Köy veya Kasaba,Giyim,5153.8047885796905,4.3582091008820285,Etmiyor,obek_1,9.818646016008245
4294,Kadın,41-50,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,321043.84492776165,Küçük Şehir,Kozmetik,26320.817887640118,24.478798901666366,Etmiyor,obek_7,113.31773967119582
4295,Kadın,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,153078.5961008674,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3818.4872535774757,26.588736060091726,Etmiyor,obek_2,55.35668346054295
4296,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,705285.0427416533,Büyük Şehir,Kozmetik,32305.955261888495,42.167048139477956,Etmiyor,obek_4,106.77542674791322
4297,Kadın,31-40,Evli,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,613623.5828262846,Büyük Şehir,Spor Malzemeleri,31080.8126911381,44.006106438499806,Etmiyor,obek_4,102.66206051827086
4298,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,223001.17756369006,Büyük Şehir,Kozmetik,9267.529428414184,44.616579397910805,Ediyor,obek_8,101.75066252636873
4299,Erkek,51-60,Bekar,Lise Mezunu,Emekli,255281.88828592782,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,6307.1092290146125,14.949892795184866,Etmiyor,obek_3,18.5697262481272
4300,Erkek,18-30,Evli,Doktora Mezunu,Kendi İşinin Sahibi,912773.6396097532,Büyük Şehir,Giyim,31751.484698801563,40.78584294956666,Etmiyor,obek_4,103.95253540104227
4301,Kadın,18-30,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,976107.2218289559,Büyük Şehir,Elektronik ve Teknolojik Ürünler,32409.954290747814,41.64548557082883,Etmiyor,obek_4,92.7611191423231
4302,Erkek,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,355385.7863289588,Küçük Şehir,Giyim,7149.656744545177,14.329159983827356,Etmiyor,obek_3,16.895769761866156
4303,Kadın,>60,Evli,Üniversite Mezunu,Emekli,503841.8552188854,Kırsal,Ev ve Mobilya,41602.401414850865,27.967070416468772,Etmiyor,obek_6,41.71393523675246
4304,Kadın,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,172673.4045641031,Büyük Şehir,Giyim,4082.000397217841,26.980512256297484,Etmiyor,obek_2,50.987288956800846
4305,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,195552.92187423012,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8942.462549311362,51.4312346966006,Ediyor,obek_8,142.21303079575733
4306,Erkek,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,331532.61973458924,Küçük Şehir,Giyim,7409.736158098867,15.752209959761895,Etmiyor,obek_3,19.719145125475457
4307,Erkek,31-40,Bekar,Lise Mezunu,Kendi İşinin Sahibi,338480.9399109234,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6852.353788538976,15.527127804534036,Etmiyor,obek_3,15.527127804534036
4308,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,220455.78976860142,Küçük Şehir,Giyim,9579.614698763913,49.46496210367932,Ediyor,obek_8,166.15639391027185
4309,Kadın,51-60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,212704.4470007067,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3787.014908910511,24.319456094697674,Etmiyor,obek_2,45.988109449787615
4310,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,1133980.749224271,Büyük Şehir,Kozmetik,31252.791758942767,36.89449723203577,Etmiyor,obek_4,86.09054533223004
4311,Erkek,>60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,147643.60278791646,Büyük Şehir,Spor Malzemeleri,4229.053365845935,10.802423346743259,Etmiyor,obek_5,108.30918124818056
4312,Erkek,31-40,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,350722.0275940017,Büyük Şehir,Kozmetik,30507.43276721522,21.340448885285447,Etmiyor,obek_7,102.48160481304204
4313,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,234752.94653637602,Büyük Şehir,Ev ve Mobilya,8938.371124002826,56.482336515319204,Ediyor,obek_8,150.97262142683047
4314,Erkek,51-60,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,333308.0928490377,Küçük Şehir,Elektronik ve Teknolojik Ürünler,6173.40511160766,15.018927346599117,Etmiyor,obek_3,22.129389994566537
4315,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,318624.48174657853,Küçük Şehir,Ev ve Mobilya,6654.1584713417715,15.132713144664374,Etmiyor,obek_3,17.669193750480357
4316,Erkek,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,865932.1603478171,Büyük Şehir,Kozmetik,35683.02847666487,41.375144227951395,Etmiyor,obek_4,90.68948121575079
4317,Kadın,31-40,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,186539.181144545,Köy veya Kasaba,Ev ve Mobilya,3636.8029466421467,14.643371088461663,Etmiyor,obek_2,56.26618292449228
4318,Kadın,51-60,Evli,Yüksek Lisans Mezunu,Emekli,491231.3562482587,Kırsal,Kozmetik,39896.94855703806,33.29013943469734,Etmiyor,obek_6,49.49224861148746
4319,Kadın,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,139756.13076840105,Büyük Şehir,Ev ve Mobilya,6187.69153511005,14.10054720507928,Etmiyor,obek_3,21.07500900918894
4320,Erkek,51-60,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,487872.6753886464,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,37059.27806301291,30.36014803619676,Etmiyor,obek_6,52.450312635696704
4321,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,198352.81560534076,Büyük Şehir,Kozmetik,9103.830356918897,54.00655512185865,Etmiyor,obek_8,107.0731354104334
